"article_id","article_version","bill_code_id","bill_code_version","last_updated","description"
"56455","11","012","7","2025-01-31 19:27:41.963000000","Hospital Inpatient (Medicare Part B only)"
"56455","11","011","7","2025-01-31 19:27:41.960000000","Hospital Inpatient (Including Medicare Part A)"
"56455","11","023","7","2025-01-31 19:27:41.970000000","Skilled Nursing - Outpatient"
"56455","11","022","7","2025-01-31 19:27:41.970000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56455","11","021","7","2025-01-31 19:27:41.967000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56456","26","012","7","2025-09-17 13:01:26.770000000","Hospital Inpatient (Medicare Part B only)"
"56456","26","013","7","2025-09-17 13:01:26.773000000","Hospital Outpatient"
"56456","26","085","7","2025-09-17 13:01:26.777000000","Critical Access Hospital"
"56457","14","085","7","2025-09-18 20:18:24.190000000","Critical Access Hospital"
"56457","14","077","7","2025-09-18 20:18:24.187000000","Clinic - Federally Qualified Health Center (FQHC)"
"56457","14","073","7","2025-09-18 20:18:24.183000000","Clinic - Freestanding"
"56457","14","071","7","2025-09-18 20:18:24.183000000","Clinic - Rural Health"
"56457","14","013","7","2025-09-18 20:18:24.170000000","Hospital Outpatient"
"56457","14","012","7","2025-09-18 20:18:24.170000000","Hospital Inpatient (Medicare Part B only)"
"56457","14","022","7","2025-09-18 20:18:24.177000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56457","14","023","7","2025-09-18 20:18:24.180000000","Skilled Nursing - Outpatient"
"56457","14","018","7","2025-09-18 20:18:24.173000000","Hospital - Swing Beds"
"56457","14","021","7","2025-09-18 20:18:24.177000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56459","26","021","7","2025-09-26 22:09:04.707000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56459","26","023","7","2025-09-26 22:09:04.710000000","Skilled Nursing - Outpatient"
"56459","26","022","7","2025-09-26 22:09:04.710000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56459","26","012","7","2025-09-26 22:09:04.700000000","Hospital Inpatient (Medicare Part B only)"
"56459","26","011","7","2025-09-26 22:09:04.700000000","Hospital Inpatient (Including Medicare Part A)"
"56459","26","013","7","2025-09-26 22:09:04.703000000","Hospital Outpatient"
"56459","26","071","7","2025-09-26 22:09:04.713000000","Clinic - Rural Health"
"56459","26","073","7","2025-09-26 22:09:04.713000000","Clinic - Freestanding"
"56459","26","077","7","2025-09-26 22:09:04.717000000","Clinic - Federally Qualified Health Center (FQHC)"
"56459","26","085","7","2025-09-26 22:09:04.727000000","Critical Access Hospital"
"56460","13","085","7","2025-01-31 16:56:11.717000000","Critical Access Hospital"
"56460","13","072","7","2025-01-31 16:56:11.713000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"56460","13","028","7","2025-01-31 16:56:11.713000000","Skilled Nursing - Swing Beds"
"56460","13","013","7","2025-01-31 16:56:11.700000000","Hospital Outpatient"
"56460","13","011","7","2025-01-31 16:56:11.693000000","Hospital Inpatient (Including Medicare Part A)"
"56460","13","012","7","2025-01-31 16:56:11.697000000","Hospital Inpatient (Medicare Part B only)"
"56460","13","022","7","2025-01-31 16:56:11.707000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56460","13","023","7","2025-01-31 16:56:11.710000000","Skilled Nursing - Outpatient"
"56460","13","021","7","2025-01-31 16:56:11.707000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56460","13","018","7","2025-01-31 16:56:11.703000000","Hospital - Swing Beds"
"56461","25","021","7","2025-09-17 17:32:27.323000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56461","25","023","7","2025-09-17 17:32:27.327000000","Skilled Nursing - Outpatient"
"56461","25","022","7","2025-09-17 17:32:27.327000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56461","25","011","7","2025-09-17 17:32:27.310000000","Hospital Inpatient (Including Medicare Part A)"
"56461","25","012","7","2025-09-17 17:32:27.320000000","Hospital Inpatient (Medicare Part B only)"
"56461","25","013","7","2025-09-17 17:32:27.323000000","Hospital Outpatient"
"56461","25","071","7","2025-09-17 17:32:27.330000000","Clinic - Rural Health"
"56461","25","072","7","2025-09-17 17:32:27.333000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"56461","25","073","7","2025-09-17 17:32:27.333000000","Clinic - Freestanding"
"56461","25","085","7","2025-09-17 17:32:27.340000000","Critical Access Hospital"
"56461","25","077","7","2025-09-17 17:32:27.337000000","Clinic - Federally Qualified Health Center (FQHC)"
"56462","30","077","7","2025-02-25 17:23:48.423000000","Clinic - Federally Qualified Health Center (FQHC)"
"56462","30","085","7","2025-02-25 17:23:48.433000000","Critical Access Hospital"
"56462","30","073","7","2025-02-25 17:23:48.413000000","Clinic - Freestanding"
"56462","30","072","7","2025-02-25 17:23:48.403000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"56462","30","071","7","2025-02-25 17:23:48.393000000","Clinic - Rural Health"
"56462","30","013","7","2025-02-25 17:23:48.360000000","Hospital Outpatient"
"56462","30","011","7","2025-02-25 17:23:48.327000000","Hospital Inpatient (Including Medicare Part A)"
"56462","30","012","7","2025-02-25 17:23:48.337000000","Hospital Inpatient (Medicare Part B only)"
"56462","30","022","7","2025-02-25 17:23:48.370000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56462","30","023","7","2025-02-25 17:23:48.380000000","Skilled Nursing - Outpatient"
"56464","34","023","7","2025-09-17 17:39:45.913000000","Skilled Nursing - Outpatient"
"56464","34","022","7","2025-09-17 17:39:45.907000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56464","34","021","7","2025-09-17 17:39:45.897000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56464","34","018","7","2025-09-17 17:39:45.890000000","Hospital - Swing Beds"
"56464","34","014","7","2025-09-17 17:39:45.880000000","Hospital - Laboratory Services Provided to Non-patients"
"56464","34","012","7","2025-09-17 17:39:45.860000000","Hospital Inpatient (Medicare Part B only)"
"56464","34","013","7","2025-09-17 17:39:45.873000000","Hospital Outpatient"
"56464","34","071","7","2025-09-17 17:39:45.923000000","Clinic - Rural Health"
"56464","34","073","7","2025-09-17 17:39:45.930000000","Clinic - Freestanding"
"56464","34","085","7","2025-09-17 17:39:45.947000000","Critical Access Hospital"
"56464","34","077","7","2025-09-17 17:39:45.940000000","Clinic - Federally Qualified Health Center (FQHC)"
"56467","12","077","7","2025-03-18 15:44:50.470000000","Clinic - Federally Qualified Health Center (FQHC)"
"56467","12","085","7","2025-03-18 15:44:50.470000000","Critical Access Hospital"
"56467","12","073","7","2025-03-18 15:44:50.467000000","Clinic - Freestanding"
"56467","12","071","7","2025-03-18 15:44:50.467000000","Clinic - Rural Health"
"56467","12","013","7","2025-03-18 15:44:50.463000000","Hospital Outpatient"
"56467","12","012","7","2025-03-18 15:44:50.460000000","Hospital Inpatient (Medicare Part B only)"
"56467","12","011","7","2025-03-18 15:44:50.460000000","Hospital Inpatient (Including Medicare Part A)"
"56472","22","011","7","2025-09-17 17:45:56.260000000","Hospital Inpatient (Including Medicare Part A)"
"56472","22","012","7","2025-09-17 17:45:56.260000000","Hospital Inpatient (Medicare Part B only)"
"56472","22","013","7","2025-09-17 17:45:56.263000000","Hospital Outpatient"
"56472","22","021","7","2025-09-17 17:45:56.267000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56472","22","023","7","2025-09-17 17:45:56.267000000","Skilled Nursing - Outpatient"
"56472","22","071","7","2025-09-17 17:45:56.270000000","Clinic - Rural Health"
"56472","22","073","7","2025-09-17 17:45:56.273000000","Clinic - Freestanding"
"56472","22","072","7","2025-09-17 17:45:56.270000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"56472","22","085","7","2025-09-17 17:45:56.277000000","Critical Access Hospital"
"56482","48","999","7","2025-10-10 12:33:37.463000000","Not Applicable"
"56491","25","085","7","2025-03-18 16:49:18.533000000","Critical Access Hospital"
"56491","25","083","7","2025-03-18 16:49:18.530000000","Ambulatory Surgery Center"
"56491","25","013","7","2025-03-18 16:49:18.530000000","Hospital Outpatient"
"56493","12","013","7","2024-10-29 12:14:15.457000000","Hospital Outpatient"
"56493","12","012","7","2024-10-29 12:14:15.457000000","Hospital Inpatient (Medicare Part B only)"
"56493","12","011","7","2024-10-29 12:14:15.453000000","Hospital Inpatient (Including Medicare Part A)"
"56493","12","018","7","2024-10-29 12:14:15.460000000","Hospital - Swing Beds"
"56493","12","085","7","2024-10-29 12:14:15.463000000","Critical Access Hospital"
"56494","15","085","7","2025-01-31 19:11:47.733000000","Critical Access Hospital"
"56494","15","021","7","2025-01-31 19:11:47.730000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56494","15","011","7","2025-01-31 19:11:47.723000000","Hospital Inpatient (Including Medicare Part A)"
"56494","15","012","7","2025-01-31 19:11:47.727000000","Hospital Inpatient (Medicare Part B only)"
"56494","15","013","7","2025-01-31 19:11:47.730000000","Hospital Outpatient"
"56505","37","013","7","2025-01-24 13:49:31.053000000","Hospital Outpatient"
"56505","37","012","7","2025-01-24 13:49:31.050000000","Hospital Inpatient (Medicare Part B only)"
"56505","37","021","7","2025-01-24 13:49:31.057000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56505","37","018","7","2025-01-24 13:49:31.053000000","Hospital - Swing Beds"
"56505","37","023","7","2025-01-24 13:49:31.060000000","Skilled Nursing - Outpatient"
"56505","37","022","7","2025-01-24 13:49:31.060000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56505","37","085","7","2025-01-24 13:49:31.073000000","Critical Access Hospital"
"56505","37","083","7","2025-01-24 13:49:31.070000000","Ambulatory Surgery Center"
"56505","37","077","7","2025-01-24 13:49:31.067000000","Clinic - Federally Qualified Health Center (FQHC)"
"56505","37","073","7","2025-01-24 13:49:31.067000000","Clinic - Freestanding"
"56505","37","071","7","2025-01-24 13:49:31.063000000","Clinic - Rural Health"
"56514","24","999","7","2025-03-24 15:55:09.740000000","Not Applicable"
"56515","20","999","7","2025-03-24 15:57:08.560000000","Not Applicable"
"56538","27","999","7","2025-09-26 13:55:13.870000000","Not Applicable"
"56541","40","071","7","2024-01-19 13:04:00.863000000","Clinic - Rural Health"
"56541","40","073","7","2024-01-19 13:04:00.867000000","Clinic - Freestanding"
"56541","40","072","7","2024-01-19 13:04:00.867000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"56541","40","075","7","2024-01-19 13:04:00.870000000","Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)"
"56541","40","077","7","2024-01-19 13:04:00.870000000","Clinic - Federally Qualified Health Center (FQHC)"
"56541","40","083","7","2024-01-19 13:04:00.873000000","Ambulatory Surgery Center"
"56541","40","085","7","2024-01-19 13:04:00.873000000","Critical Access Hospital"
"56541","40","022","7","2024-01-19 13:04:00.860000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56541","40","023","7","2024-01-19 13:04:00.860000000","Skilled Nursing - Outpatient"
"56541","40","018","7","2024-01-19 13:04:00.857000000","Hospital - Swing Beds"
"56541","40","014","7","2024-01-19 13:04:00.857000000","Hospital - Laboratory Services Provided to Non-patients"
"56541","40","021","7","2024-01-19 13:04:00.860000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56541","40","012","7","2024-01-19 13:04:00.853000000","Hospital Inpatient (Medicare Part B only)"
"56541","40","013","7","2024-01-19 13:04:00.853000000","Hospital Outpatient"
"56542","18","999","7","2025-09-26 17:08:20.307000000","Not Applicable"
"56558","83","999","7","2025-09-26 13:56:04.710000000","Not Applicable"
"56572","21","999","7","2024-06-04 13:39:36.557000000","Not Applicable"
"56573","19","999","7","2024-06-04 13:40:09.700000000","Not Applicable"
"56587","43","999","7","2025-01-24 17:36:21.043000000","Not Applicable"
"56588","27","013","7","2024-09-23 10:43:36.110000000","Hospital Outpatient"
"56588","27","085","7","2024-09-23 10:43:36.113000000","Critical Access Hospital"
"56588","27","083","7","2024-09-23 10:43:36.110000000","Ambulatory Surgery Center"
"56594","13","077","7","2025-03-18 17:14:00.170000000","Clinic - Federally Qualified Health Center (FQHC)"
"56594","13","085","7","2025-03-18 17:14:00.173000000","Critical Access Hospital"
"56594","13","073","7","2025-03-18 17:14:00.170000000","Clinic - Freestanding"
"56594","13","071","7","2025-03-18 17:14:00.167000000","Clinic - Rural Health"
"56594","13","013","7","2025-03-18 17:14:00.157000000","Hospital Outpatient"
"56594","13","012","7","2025-03-18 17:14:00.157000000","Hospital Inpatient (Medicare Part B only)"
"56594","13","011","7","2025-03-18 17:14:00.153000000","Hospital Inpatient (Including Medicare Part A)"
"56594","13","021","7","2025-03-18 17:14:00.160000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56594","13","023","7","2025-03-18 17:14:00.163000000","Skilled Nursing - Outpatient"
"56594","13","022","7","2025-03-18 17:14:00.163000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56602","39","021","7","2025-01-24 13:51:55.760000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56602","39","011","7","2025-01-24 13:51:55.753000000","Hospital Inpatient (Including Medicare Part A)"
"56602","39","012","7","2025-01-24 13:51:55.757000000","Hospital Inpatient (Medicare Part B only)"
"56602","39","013","7","2025-01-24 13:51:55.760000000","Hospital Outpatient"
"56602","39","071","7","2025-01-24 13:51:55.763000000","Clinic - Rural Health"
"56602","39","073","7","2025-01-24 13:51:55.763000000","Clinic - Freestanding"
"56602","39","085","7","2025-01-24 13:51:55.770000000","Critical Access Hospital"
"56602","39","083","7","2025-01-24 13:51:55.767000000","Ambulatory Surgery Center"
"56615","36","999","7","2025-09-26 13:56:51.193000000","Not Applicable"
"56631","19","999","7","2023-10-20 11:53:00.660000000","Not Applicable"
"56633","47","999","7","2023-11-09 23:50:22.963000000","Not Applicable"
"56638","37","999","7","2025-07-09 18:47:27.137000000","Not Applicable"
"56640","16","083","6","2019-09-06 18:27:01.183000000","Ambulatory Surgery Center"
"56640","16","085","6","2019-09-06 18:27:01.187000000","Critical Access Hospital"
"56640","16","028","6","2019-09-06 18:27:01.183000000","Skilled Nursing - Swing Beds"
"56640","16","013","6","2019-09-06 18:27:01.173000000","Hospital Outpatient"
"56640","16","012","6","2019-09-06 18:27:01.170000000","Hospital Inpatient (Medicare Part B only)"
"56640","16","021","6","2019-09-06 18:27:01.177000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56640","16","014","6","2019-09-06 18:27:01.173000000","Hospital - Laboratory Services Provided to Non-patients"
"56640","16","018","6","2019-09-06 18:27:01.177000000","Hospital - Swing Beds"
"56640","16","022","6","2019-09-06 18:27:01.180000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56640","16","023","6","2019-09-06 18:27:01.180000000","Skilled Nursing - Outpatient"
"56642","47","999","7","2025-07-09 18:46:27.757000000","Not Applicable"
"56644","29","999","7","2025-09-26 14:04:44.140000000","Not Applicable"
"56645","48","023","7","2024-10-18 13:49:35.873000000","Skilled Nursing - Outpatient"
"56645","48","022","7","2024-10-18 13:49:35.867000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56645","48","014","7","2024-10-18 13:49:35.857000000","Hospital - Laboratory Services Provided to Non-patients"
"56645","48","012","7","2024-10-18 13:49:35.840000000","Hospital Inpatient (Medicare Part B only)"
"56645","48","013","7","2024-10-18 13:49:35.850000000","Hospital Outpatient"
"56645","48","071","7","2024-10-18 13:49:35.880000000","Clinic - Rural Health"
"56645","48","073","7","2024-10-18 13:49:35.897000000","Clinic - Freestanding"
"56645","48","072","7","2024-10-18 13:49:35.890000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"56645","48","085","7","2024-10-18 13:49:35.913000000","Critical Access Hospital"
"56645","48","077","7","2024-10-18 13:49:35.907000000","Clinic - Federally Qualified Health Center (FQHC)"
"56647","32","999","7","2023-11-09 23:51:49.810000000","Not Applicable"
"56651","36","999","7","2023-11-09 11:41:10.553000000","Not Applicable"
"56653","15","999","7","2024-05-31 13:36:54.750000000","Not Applicable"
"56666","19","072","7","2023-01-20 12:03:14.127000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"56670","58","999","7","2024-09-13 13:11:16.560000000","Not Applicable"
"56672","16","999","7","2024-10-18 12:45:48.130000000","Not Applicable"
"56681","34","999","7","2023-11-09 11:38:02.570000000","Not Applicable"
"56682","49","083","7","2025-10-03 12:28:15.013000000","Ambulatory Surgery Center"
"56682","49","085","7","2025-10-03 12:28:15.017000000","Critical Access Hospital"
"56682","49","013","7","2025-10-03 12:28:15.013000000","Hospital Outpatient"
"56682","49","012","7","2025-10-03 12:28:15.010000000","Hospital Inpatient (Medicare Part B only)"
"56692","18","012","7","2025-09-19 13:03:56.250000000","Hospital Inpatient (Medicare Part B only)"
"56692","18","011","7","2025-09-19 13:03:56.247000000","Hospital Inpatient (Including Medicare Part A)"
"56692","18","013","7","2025-09-19 13:03:56.250000000","Hospital Outpatient"
"56692","18","021","7","2025-09-19 13:03:56.253000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56692","18","018","7","2025-09-19 13:03:56.253000000","Hospital - Swing Beds"
"56692","18","022","7","2025-09-19 13:03:56.257000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56692","18","023","7","2025-09-19 13:03:56.260000000","Skilled Nursing - Outpatient"
"56692","18","085","7","2025-09-19 13:03:56.270000000","Critical Access Hospital"
"56692","18","079","7","2025-09-19 13:03:56.270000000","Clinic - Other"
"56692","18","077","7","2025-09-19 13:03:56.267000000","Clinic - Federally Qualified Health Center (FQHC)"
"56692","18","073","7","2025-09-19 13:03:56.267000000","Clinic - Freestanding"
"56692","18","071","7","2025-09-19 13:03:56.263000000","Clinic - Rural Health"
"56692","18","028","7","2025-09-19 13:03:56.260000000","Skilled Nursing - Swing Beds"
"56697","43","071","7","2025-09-17 18:00:37.750000000","Clinic - Rural Health"
"56697","43","073","7","2025-09-17 18:00:37.753000000","Clinic - Freestanding"
"56697","43","072","7","2025-09-17 18:00:37.753000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"56697","43","077","7","2025-09-17 18:00:37.757000000","Clinic - Federally Qualified Health Center (FQHC)"
"56697","43","085","7","2025-09-17 18:00:37.760000000","Critical Access Hospital"
"56697","43","013","7","2025-09-17 18:00:37.750000000","Hospital Outpatient"
"56697","43","011","7","2025-09-17 18:00:37.743000000","Hospital Inpatient (Including Medicare Part A)"
"56697","43","012","7","2025-09-17 18:00:37.747000000","Hospital Inpatient (Medicare Part B only)"
"56704","10","012","7","2022-03-04 13:36:36.290000000","Hospital Inpatient (Medicare Part B only)"
"56704","10","013","7","2022-03-04 13:36:36.290000000","Hospital Outpatient"
"56704","10","085","7","2022-03-04 13:36:36.293000000","Critical Access Hospital"
"56717","31","085","7","2025-08-19 10:55:43.980000000","Critical Access Hospital"
"56717","31","077","7","2025-08-19 10:55:43.980000000","Clinic - Federally Qualified Health Center (FQHC)"
"56717","31","075","7","2025-08-19 10:55:43.977000000","Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)"
"56717","31","074","7","2025-08-19 10:55:43.973000000","Clinic - Outpatient Rehabilitation Facility (ORF)"
"56717","31","071","7","2025-08-19 10:55:43.970000000","Clinic - Rural Health"
"56717","31","013","7","2025-08-19 10:55:43.960000000","Hospital Outpatient"
"56717","31","012","7","2025-08-19 10:55:43.960000000","Hospital Inpatient (Medicare Part B only)"
"56717","31","023","7","2025-08-19 10:55:43.970000000","Skilled Nursing - Outpatient"
"56717","31","022","7","2025-08-19 10:55:43.967000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56717","31","021","7","2025-08-19 10:55:43.967000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56717","31","018","7","2025-08-19 10:55:43.963000000","Hospital - Swing Beds"
"56722","23","012","7","2025-09-26 17:44:04.760000000","Hospital Inpatient (Medicare Part B only)"
"56722","23","011","7","2025-09-26 17:44:04.757000000","Hospital Inpatient (Including Medicare Part A)"
"56722","23","013","7","2025-09-26 17:44:04.760000000","Hospital Outpatient"
"56722","23","083","7","2025-09-26 17:44:04.763000000","Ambulatory Surgery Center"
"56722","23","085","7","2025-09-26 17:44:04.767000000","Critical Access Hospital"
"56773","30","999","7","2025-09-26 13:57:32.590000000","Not Applicable"
"56786","50","999","7","2025-09-26 17:09:45.810000000","Not Applicable"
"56795","34","085","7","2025-04-23 19:27:45.383000000","Critical Access Hospital"
"56795","34","072","7","2025-04-23 19:27:45.383000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"56795","34","013","7","2025-04-23 19:27:45.377000000","Hospital Outpatient"
"56795","34","012","7","2025-04-23 19:27:45.370000000","Hospital Inpatient (Medicare Part B only)"
"56795","34","022","7","2025-04-23 19:27:45.380000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56795","34","023","7","2025-04-23 19:27:45.380000000","Skilled Nursing - Outpatient"
"56796","26","999","7","2022-06-17 12:46:07.800000000","Not Applicable"
"56798","28","023","7","2025-07-29 15:17:54.177000000","Skilled Nursing - Outpatient"
"56798","28","022","7","2025-07-29 15:17:54.170000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56798","28","021","7","2025-07-29 15:17:54.160000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56798","28","018","7","2025-07-29 15:17:54.153000000","Hospital - Swing Beds"
"56798","28","014","7","2025-07-29 15:17:54.143000000","Hospital - Laboratory Services Provided to Non-patients"
"56798","28","012","7","2025-07-29 15:17:54.127000000","Hospital Inpatient (Medicare Part B only)"
"56798","28","011","7","2025-07-29 15:17:54.120000000","Hospital Inpatient (Including Medicare Part A)"
"56798","28","013","7","2025-07-29 15:17:54.137000000","Hospital Outpatient"
"56798","28","072","7","2025-07-29 15:17:54.193000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"56798","28","073","7","2025-07-29 15:17:54.203000000","Clinic - Freestanding"
"56798","28","071","7","2025-07-29 15:17:54.187000000","Clinic - Rural Health"
"56798","28","085","7","2025-07-29 15:17:54.220000000","Critical Access Hospital"
"56798","28","077","7","2025-07-29 15:17:54.210000000","Clinic - Federally Qualified Health Center (FQHC)"
"56799","27","077","7","2025-09-26 22:19:09.120000000","Clinic - Federally Qualified Health Center (FQHC)"
"56799","27","085","7","2025-09-26 22:19:09.123000000","Critical Access Hospital"
"56799","27","071","7","2025-09-26 22:19:09.113000000","Clinic - Rural Health"
"56799","27","073","7","2025-09-26 22:19:09.117000000","Clinic - Freestanding"
"56799","27","074","7","2025-09-26 22:19:09.117000000","Clinic - Outpatient Rehabilitation Facility (ORF)"
"56799","27","075","7","2025-09-26 22:19:09.120000000","Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)"
"56799","27","013","7","2025-09-26 22:19:09.103000000","Hospital Outpatient"
"56799","27","011","7","2025-09-26 22:19:09.100000000","Hospital Inpatient (Including Medicare Part A)"
"56799","27","012","7","2025-09-26 22:19:09.100000000","Hospital Inpatient (Medicare Part B only)"
"56799","27","021","7","2025-09-26 22:19:09.107000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56799","27","022","7","2025-09-26 22:19:09.107000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56799","27","023","7","2025-09-26 22:19:09.110000000","Skilled Nursing - Outpatient"
"56802","18","023","7","2025-09-26 22:16:16.337000000","Skilled Nursing - Outpatient"
"56802","18","022","7","2025-09-26 22:16:16.337000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56802","18","018","7","2025-09-26 22:16:16.330000000","Hospital - Swing Beds"
"56802","18","021","7","2025-09-26 22:16:16.333000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56802","18","012","7","2025-09-26 22:16:16.327000000","Hospital Inpatient (Medicare Part B only)"
"56802","18","013","7","2025-09-26 22:16:16.327000000","Hospital Outpatient"
"56802","18","074","7","2025-09-26 22:16:16.340000000","Clinic - Outpatient Rehabilitation Facility (ORF)"
"56802","18","085","7","2025-09-26 22:16:16.343000000","Critical Access Hospital"
"56805","41","085","7","2025-09-26 17:13:53.843000000","Critical Access Hospital"
"56805","41","083","7","2025-09-26 17:13:53.840000000","Ambulatory Surgery Center"
"56805","41","013","7","2025-09-26 17:13:53.840000000","Hospital Outpatient"
"56805","41","012","7","2025-09-26 17:13:53.833000000","Hospital Inpatient (Medicare Part B only)"
"56809","20","012","7","2025-08-29 17:15:27.157000000","Hospital Inpatient (Medicare Part B only)"
"56809","20","011","7","2025-08-29 17:15:27.153000000","Hospital Inpatient (Including Medicare Part A)"
"56809","20","013","7","2025-08-29 17:15:27.160000000","Hospital Outpatient"
"56809","20","021","7","2025-08-29 17:15:27.160000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56809","20","077","7","2025-08-29 17:15:27.170000000","Clinic - Federally Qualified Health Center (FQHC)"
"56809","20","085","7","2025-08-29 17:15:27.170000000","Critical Access Hospital"
"56809","20","073","7","2025-08-29 17:15:27.167000000","Clinic - Freestanding"
"56809","20","071","7","2025-08-29 17:15:27.163000000","Clinic - Rural Health"
"56811","13","071","7","2025-09-19 13:08:35.790000000","Clinic - Rural Health"
"56811","13","073","7","2025-09-19 13:08:35.790000000","Clinic - Freestanding"
"56811","13","085","7","2025-09-19 13:08:35.797000000","Critical Access Hospital"
"56811","13","077","7","2025-09-19 13:08:35.793000000","Clinic - Federally Qualified Health Center (FQHC)"
"56811","13","013","7","2025-09-19 13:08:35.787000000","Hospital Outpatient"
"56811","13","011","7","2025-09-19 13:08:35.783000000","Hospital Inpatient (Including Medicare Part A)"
"56811","13","012","7","2025-09-19 13:08:35.783000000","Hospital Inpatient (Medicare Part B only)"
"56816","15","012","7","2025-01-31 19:38:16.090000000","Hospital Inpatient (Medicare Part B only)"
"56816","15","011","7","2025-01-31 19:38:16.090000000","Hospital Inpatient (Including Medicare Part A)"
"56816","15","013","7","2025-01-31 19:38:16.093000000","Hospital Outpatient"
"56816","15","077","7","2025-01-31 19:38:16.100000000","Clinic - Federally Qualified Health Center (FQHC)"
"56816","15","085","7","2025-01-31 19:38:16.103000000","Critical Access Hospital"
"56816","15","073","7","2025-01-31 19:38:16.100000000","Clinic - Freestanding"
"56816","15","071","7","2025-01-31 19:38:16.097000000","Clinic - Rural Health"
"56836","17","071","7","2025-04-30 17:13:11.730000000","Clinic - Rural Health"
"56836","17","073","7","2025-04-30 17:13:11.740000000","Clinic - Freestanding"
"56836","17","085","7","2025-04-30 17:13:11.757000000","Critical Access Hospital"
"56836","17","077","7","2025-04-30 17:13:11.747000000","Clinic - Federally Qualified Health Center (FQHC)"
"56836","17","013","7","2025-04-30 17:13:11.723000000","Hospital Outpatient"
"56836","17","011","7","2025-04-30 17:13:11.713000000","Hospital Inpatient (Including Medicare Part A)"
"56841","18","999","7","2023-10-20 11:51:57.253000000","Not Applicable"
"56848","16","999","7","2025-01-24 13:54:16.310000000","Not Applicable"
"56850","32","013","7","2024-12-19 12:51:50.393000000","Hospital Outpatient"
"56850","32","085","7","2024-12-19 12:51:50.400000000","Critical Access Hospital"
"56850","32","076","7","2024-12-19 12:51:50.397000000","Clinic - Community Mental Health Center"
"56866","18","085","7","2024-09-24 14:32:53.030000000","Critical Access Hospital"
"56866","18","083","7","2024-09-24 14:32:53.027000000","Ambulatory Surgery Center"
"56866","18","013","7","2024-09-24 14:32:53.023000000","Hospital Outpatient"
"56868","30","013","7","2025-08-22 19:20:56.087000000","Hospital Outpatient"
"56868","30","012","7","2025-08-22 19:20:56.083000000","Hospital Inpatient (Medicare Part B only)"
"56868","30","021","7","2025-08-22 19:20:56.090000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56868","30","018","7","2025-08-22 19:20:56.090000000","Hospital - Swing Beds"
"56868","30","022","7","2025-08-22 19:20:56.093000000","Skilled Nursing - Inpatient (Medicare Part B only)"
