"article_id","article_version","article_type","code_table_row","brand_name","eff_date","end_date","comments","hcpc_code_id","hcpc_code_version","last_updated","short_description","long_description"
"52571","136","3","80","Humalog, Humulin, Lantus, Levemir, Novolin, Novolog","2002-08-01 00:00:00","","Apparent on its Face","J1815","98","2025-09-11 19:05:38","Insulin injection","INJECTION, INSULIN, PER 5 UNITS"
"52571","136","3","81","Humalog, Humulin, Novolin, Novolog, Insulin Lispro, Apidra Solostar","2009-04-30 00:00:00","","Apparent on its Face","J1817","98","2025-09-11 19:05:38","Insulin for insulin pump use","INSULIN FOR ADMINISTRATION THROUGH DME (I.E., INSULIN PUMP) PER 50 UNITS"
"52571","136","3","82","Avonex","2022-06-06 00:00:00","","Apparent on its Face","J1826","98","2025-09-11 19:05:38","Interferon beta-1a inj","INJECTION, INTERFERON BETA-1A, 30 MCG"
"52571","136","3","83","Betaseron, Extavia","1999-04-19 00:00:00","","Apparent on its Face","J1830","98","2025-09-11 19:05:38","Interferon beta-1b / .25 mg","INJECTION, INTERFERON BETA-1B, 0.25 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF ADMINISTERED)"
"52571","136","3","84","Furoscix injection ","2023-09-03 00:00:00","","Apparent on its Face","J1941","98","2025-09-11 19:05:38","Inj, furoscix, 20 mg","INJECTION, FUROSEMIDE (FUROSCIX), 20 MG"
"52571","136","3","85","Increlex","2016-10-31 00:00:00","","Apparent on its Face","J2170","98","2025-09-11 19:05:38","Mecasermin injection","INJECTION, MECASERMIN, 1 MG"
"52571","136","3","86","Relistor (methylnatrexone bromide)","2009-04-20 00:00:00","","Apparent on its Face","J2212","98","2025-09-11 19:05:38","Methylnaltrexone injection","INJECTION, METHYLNALTREXONE, 0.1 MG"
"52571","136","3","87","Omvoh (mirikizumab-mrkz)*","2024-07-01 00:00:00","","Apparent on its Face","J2267","98","2025-09-11 19:05:38","Inj, mirikizumab-mrkz, 1 mg","INJECTION, MIRIKIZUMAB-MRKZ, 1 MG"
"52571","136","3","88","Sandostatin, subcutaneous use*","2016-10-31 00:00:00","","Apparent on its Face","J2354","98","2025-09-11 19:05:38","Octreotide inj, non-depot","INJECTION, OCTREOTIDE, NON-DEPOT FORM FOR SUBCUTANEOUS OR INTRAVENOUS INJECTION, 25 MCG"
"52571","136","3","89","Protropin","2002-11-29 00:00:00","","Presumption of Long-Term Non-Acute Administration","J2940","98","2025-09-11 19:05:38","Somatrem injection","INJECTION, SOMATREM, 1 MG"
"52571","136","3","90","Genotropin, Humatrope, Norditropin, Nutropin, Omnitrope, Saizen, Serostim, Zomacton, Zorbtive","1999-12-20 00:00:00","","Apparent on its Face","J2941","98","2025-09-11 19:05:38","Somatropin injection","INJECTION, SOMATROPIN, 1 MG"
"52571","136","3","91","Imitrex, Sumavel, Dosepro, Zembrace","2002-11-29 00:00:00","","Apparent on its Face","J3030","98","2025-09-11 19:05:38","Sumatriptan succinate / 6 mg","INJECTION, SUMATRIPTAN SUCCINATE, 6 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF ADMINISTERED)"
"52571","136","3","92","Ajovy (fremanezumab-vfrm)","2019-12-02 00:00:00","","Apparent on its Face","J3031","98","2025-09-11 19:05:38","Inj., fremanezumab-vfrm 1 mg","INJECTION, FREMANEZUMAB-VFRM, 1 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF-ADMINISTERED)"
"52571","136","3","93","Forteo","2006-09-01 00:00:00","","Apparent on its Face","J3110","98","2025-09-11 19:05:38","Teriparatide injection","INJECTION, TERIPARATIDE, 10 MCG"
"52571","136","3","94","Bravelle","2016-10-31 00:00:00","","Apparent on its Face","J3355","98","2025-09-11 19:05:38","Urofollitropin, 75 iu","INJECTION, UROFOLLITROPIN, 75 IU"
"52571","136","3","95","Stelara (ustekinumab) Subcutaneous
","2022-06-06 00:00:00","","Acceptable Evidentiary Criteria Available","J3357","98","2025-09-11 19:05:38","Ustekinumab sub cu inj, 1 mg","USTEKINUMAB, FOR SUBCUTANEOUS INJECTION, 1 MG"
"52571","136","3","96","PegIntron (pegylated interferon alfa-2b) ","2016-10-31 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","97","Symlin (pramlintide acetate injection)","2016-10-31 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","98","Somavert (pegvisomant)","2016-10-31 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","99","TriMix","2016-10-31 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","100","Saxenda (liraglutide)","2016-10-31 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","101","Bydureon (exenatide extended release for injectable suspension) ","2012-08-06 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","102","Kineret 100 mg (anakinra)","2003-04-13 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","103","Byetta (exenatide injection) ","2006-01-19 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","104","Simponi (golimumab) ","2010-05-01 00:00:00","","Presumption of Long-Term Non-Acute Administration","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","105","Egrifta (tesamorelin) ","2011-06-04 00:00:00","","Presumption of Long-Term Non-Acute Administration","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","106","Sylatron (peginterferon alfa-2b) ","2012-05-19 00:00:00","","Presumption of Long-Term Non-Acute Administration","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","107","Signifor (pasireotide) ","2013-06-17 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","108","Natpara (parathyroid hormone) ","2016-01-18 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","109","Repatha (evolocumab) ","2016-01-18 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","110","Praluent (alirocumab) ","2016-01-18 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","111","Tanzeum 30 mg (albiglutide for subcutaneous injection) ","2014-12-01 00:00:00","","Presumption of Long-Term Non-Acute Administration","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","112","Rebif 1 mcg (interferon beta 1a)","2014-01-01 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","113","Victoza (liraglutide) ","2010-05-01 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","114","Pegasys, Pegasys Proclick (peginterferon alfa-2a) ","2006-03-05 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","115","Trulicity (dulaglutide) ","2015-09-28 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","116","Otrexup (methotrexate injection) ","2015-09-28 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","117","Cosentyx (secukinumab)","2015-09-28 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","118","Strensiq (asfotase alfa)","2016-05-23 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","119","Myalept 11 mg (metreleptin for injection)

","2014-10-13 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","120","Toujeo (insulin glargine injection)","2016-10-31 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","121","Plegridy (peginterferon beta-1a)","2015-09-28 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","122","Taltz (ixekizumab)","2016-10-31 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","123","Amjevita (adalimumab-atto)","2017-11-16 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","124","Dupixent (dupilumab)","2017-11-16 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","125","Erelzi (etanercept-SZZS)","2017-11-16 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","126","Kynamro (mipomersen sodium)
","2017-11-16 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","127","Tymlos (abaloparatide)","2019-12-02 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","128","Kevzara (sarilumab)","2019-12-02 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","129","Ozempic (semaglutide)","2019-12-02 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","130","Aimovig (erenumab-aooe)
","2019-12-02 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","131","Lantus (insulin glargine injection)","2019-12-02 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","132","Emgality (galcanezumab-gnlm)","2019-12-02 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","133","Cyltezo (adalimumab-adbm)
","2019-12-02 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","134","Quad-Mix","2017-11-16 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","135"," Rasuvo (methotrexate, injection for subcutaneous use)","2017-11-16 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","136","Siliq (brodalumab)","2017-11-16 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","137","Besremi (ropeginterferon alfa-2b, injection for subcutaneous use)","2022-06-06 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","138","Skyrizi (risankizumab-rzaa, injection for subcutaneous use)*","2022-06-06 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","139","Sogroya (somapacitan-beco, injection for subcutaneous use)","2022-06-06 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","140","Kesimpta* (ofatumumab, injection for subcutaneous use)","2022-09-19 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","141","Adbry (tralokinumab-idrm) ","2022-11-14 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","142","Mounjaro (tirzepatide)","2023-03-27 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","143","Idacio (adalimumab-aacf)","2023-06-25 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","144","Abrilada (adalimumab-afzb) is biosimilar to Humira (adalimumab)","2023-06-25 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","145","Hadlima (adalimumab-bwwd) is biosimilar to Humira (adalimumab)","2023-06-25 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","146","Hulio (adalimumab-fkjp) is biosimilar to Humira (adalimumab)","2023-06-25 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","147","Hyrimoz (adalimumab-adaz) is biosimilar to Humira (adalimumab)","2023-06-25 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","148","Yusimry (adalimumab-aqvh) is biosimilar to Humira (adalimumab)","2023-06-25 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","149","Entyvio (vedolizumab)","2024-01-14 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","150","Yuflyma (adalimumab-aaty)","2024-01-14 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","151","Wegovy (semaglutide)","2024-06-30 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","152","Zepbound (tirzepatide)","2024-06-30 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","153","Ebglyss (lebrikizumab-lbkz)","2025-06-01 00:00:00","","Apparent on its Face","J3490","98","2025-09-11 19:05:38","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","136","3","154","Ebglyss (lebrikizumab-lbkz)","2025-06-01 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","155","Wegovy (semaglutide)","2024-06-30 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","156","Zepbound (tirzepatide)","2024-06-30 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","157","Entyvio (vedolizumab)","2024-01-14 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","158","Yuflyma (adalimumab-aaty)","2024-01-14 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","159","Idacio (adalimumab-aacf)","2023-06-25 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","160","Abrilada (adalimumab-afzb) is biosimilar to Humira (adalimumab)","2023-06-25 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","161","Hadlima (adalimumab-bwwd) is biosimilar to Humira (adalimumab)","2023-06-25 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","162","Hulio (adalimumab-fkjp) is biosimilar to Humira (adalimumab)","2023-06-25 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","163","Hyrimoz (adalimumab-adaz) is biosimilar to Humira (adalimumab)","2023-06-25 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","164","Yusimry (adalimumab-aqvh) is biosimilar to Humira (adalimumab)","2023-06-25 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","165","Mounjaro (tirzepatide)","2023-03-27 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","166","Adbry (tralokinumab-idrm) ","2022-11-14 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","167","Kesimpta* (ofatumumab, injection for subcutaneous use)","2022-09-19 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","168","Besremi (ropeginterferon alfa-2b, injection for subcutaneous use)","2022-06-06 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","169","Skyrizi (risankizumab-rzaa, injection for subcutaneous use)*","2022-06-06 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","170","Sogroya (somapacitan-beco, injection for subcutaneous use)","2022-06-06 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","171","Amjevita (adalimumab-atto)","2017-11-16 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","172","Dupixent (dupilumab)","2017-11-16 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","173","Erelzi (etanercept-SZZS)","2017-11-16 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","174","Kynamro (mipomersen sodium)
","2017-11-16 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","175","Quad-Mix","2017-11-16 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","176","Rasuvo (methotrexate, injection for subcutaneous use)","2017-11-16 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","177","Siliq (brodalumab)","2017-11-16 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","178","Taltz (ixekizumab)","2016-10-31 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","179","Toujeo (insulin glargine injection)","2016-10-31 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","180","Myalept 11 mg (metreleptin for injection) 

","2014-10-13 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","181","Tanzeum 30 mg (albiglutide for subcutaneous injection)","2014-12-01 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","182","Rebif 1 mcg (interferon beta 1a) ","2014-01-01 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","183","Strensiq (asfotase alfa) ","2016-05-23 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","184","Kineret 100 mg (anakinra)","2003-04-13 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","185","Byetta (exenatide injection) ","2006-01-19 00:00:00","","Presumption of Long-Term Non-Acute Administration","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","186","Simponi (golimumab)","2010-05-10 00:00:00","","Presumption of Long-Term Non-Acute Administration","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","187","Trulicity (dulaglutide)","2015-09-28 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","188","Otrexup (methotrexate injection)","2015-09-28 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","189","Plegridy (peginterferon beta-1a)","2015-09-28 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","190","Cosentyx (secukinumab)","2015-09-28 00:00:00","","Presumption of Long-Term Non-Acute Administration","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","191","Egrifta (tesamorelin)","2011-06-04 00:00:00","","Presumption of Long-Term Non-Acute Administration","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","192","Signifor (pasireotide) ","2013-06-17 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","193","Praluent (alirocumab) ","2016-01-16 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","194","Repatha (evolocumab) ","2016-01-18 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","195","Natpara (parathyroid hormone)","2016-01-18 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","196","Bydureon (exenatide extended release for injectable suspension)  ","2012-08-06 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","197","Pegasys, Pegasys Proclick (peginterferon alfa-2a) ","2006-03-05 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","198","Victoza (liraglutide)","2010-05-01 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","199","Sylatron (peginterferon alfa-2b)","2012-05-19 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","200","Saxenda (liraglutide)","2016-10-31 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","201","TriMix","2016-10-31 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","202","Somavert (pegvisomant)","2016-10-31 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","203","Symlin (pramlintide acetate injection)","2016-10-31 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","204","PegIntron (pegylated interferon alfa-2b)","2016-10-31 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","205","Tymlos (abaloparatide)","2019-12-02 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","206","Kevzara (sarilumab)","2019-12-02 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","207","Ozempic (semaglutide)","2019-12-02 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","208","Aimovig (erenumab-aooe)","2019-12-02 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","209","Lantus (insulin glargine injection)","2019-12-02 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","210","Emgality (galcanezumab-gnlm)","2019-12-02 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","211","Cyltezo (adalimumab-adbm)
","2019-12-02 00:00:00","","Apparent on its Face","J3590","98","2025-09-11 19:05:38","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","136","3","212","N/A","2016-10-31 00:00:00","","Apparent on its Face","J9212","98","2025-09-11 19:05:38","Interferon alfacon-1 inj","INJECTION, INTERFERON ALFACON-1, RECOMBINANT, 1 MICROGRAM"
