"article_id","article_version","revenue_code_id","revenue_code_version","range","last_updated","description"
"56594","13","0963","15","Y","2025-03-18 17:14:00.220000000","Professional Fees - Anesthesiologist (MD)"
"56594","13","0962","15","Y","2025-03-18 17:14:00.217000000","Professional Fees - Ophthalmology"
"56594","13","0960","15","X","2025-03-18 17:14:00.210000000","Professional Fees - General Classification"
"56594","13","0961","15","Y","2025-03-18 17:14:00.213000000","Professional Fees - Psychiatric"
"56594","13","0983","15","N","2025-03-18 17:14:00.237000000","Professional Fees - Clinic"
"56602","39","0981","15","N","2025-01-24 13:51:55.793000000","Professional Fees - Emergency Room Services"
"56602","39","0920","15","N","2025-01-24 13:51:55.793000000","Other Diagnostic Services - General Classification"
"56602","39","0730","15","X","2025-01-24 13:51:55.783000000","EKG/ECG (Electrocardiogram) - General Classification"
"56602","39","0739","15","Z","2025-01-24 13:51:55.790000000","EKG/ECG (Electrocardiogram) - Other EKG/ECG"
"56602","39","0731","15","Y","2025-01-24 13:51:55.783000000","EKG/ECG (Electrocardiogram) - Holter Monitor"
"56602","39","0732","15","Y","2025-01-24 13:51:55.787000000","EKG/ECG (Electrocardiogram) - Telemetry"
"56602","39","0482","15","Y","2025-01-24 13:51:55.777000000","Cardiology - Stress Test"
"56602","39","0480","15","X","2025-01-24 13:51:55.770000000","Cardiology - General Classification"
"56602","39","0481","15","Y","2025-01-24 13:51:55.773000000","Cardiology - Cardiac Cath Lab"
"56602","39","0483","15","Y","2025-01-24 13:51:55.777000000","Cardiology - Echocardiology"
"56602","39","0489","15","Z","2025-01-24 13:51:55.780000000","Cardiology - Other Cardiology"
"56615","36","99999","15","N","2025-09-26 13:56:51.197000000","Not Applicable"
"56631","19","0619","15","Z","2023-10-20 11:53:00.707000000","Magnetic Resonance Technology (MRT) - Other MRT"
"56631","19","0960","15","X","2023-10-20 11:53:00.710000000","Professional Fees - General Classification"
"56631","19","0962","15","Y","2023-10-20 11:53:00.710000000","Professional Fees - Ophthalmology"
"56631","19","0961","15","Y","2023-10-20 11:53:00.710000000","Professional Fees - Psychiatric"
"56631","19","0963","15","Y","2023-10-20 11:53:00.713000000","Professional Fees - Anesthesiologist (MD)"
"56631","19","0964","15","Y","2023-10-20 11:53:00.717000000","Professional Fees - Anesthetist (CRNA)"
"56631","19","0969","15","Z","2023-10-20 11:53:00.717000000","Professional Fees - Other Professional Fee"
"56631","19","0481","15","N","2023-10-20 11:53:00.693000000","Cardiology - Cardiac Cath Lab"
"56631","19","0610","15","X","2023-10-20 11:53:00.693000000","Magnetic Resonance Technology (MRT) - General Classification"
"56631","19","0611","15","Y","2023-10-20 11:53:00.697000000","Magnetic Resonance Technology (MRT) - MRI - Brain/Brainstem"
"56631","19","0612","15","Y","2023-10-20 11:53:00.697000000","Magnetic Resonance Technology (MRT) - MRI - Spinal Cord/Spine"
"56631","19","0615","15","Y","2023-10-20 11:53:00.700000000","Magnetic Resonance Technology (MRT) - MRA - Head and Neck"
"56631","19","0614","15","Y","2023-10-20 11:53:00.700000000","Magnetic Resonance Technology (MRT) - MRI - Other"
"56631","19","0616","15","Y","2023-10-20 11:53:00.703000000","Magnetic Resonance Technology (MRT) - MRA - Lower Extremities"
"56631","19","0618","15","Y","2023-10-20 11:53:00.703000000","Magnetic Resonance Technology (MRT) - MRA - Other"
"56631","19","0351","15","Y","2023-10-20 11:53:00.677000000","CT Scan - Head Scan"
"56631","19","0352","15","Y","2023-10-20 11:53:00.680000000","CT Scan - Body Scan"
"56631","19","0349","15","Z","2023-10-20 11:53:00.673000000","Nuclear Medicine - Other Nuclear Medicine"
"56631","19","0350","15","X","2023-10-20 11:53:00.677000000","CT Scan - General Classification"
"56631","19","0359","15","Z","2023-10-20 11:53:00.680000000","CT Scan - CT - Other"
"56631","19","0323","15","N","2023-10-20 11:53:00.663000000","Radiology - Diagnostic - Arteriography"
"56631","19","0341","15","Y","2023-10-20 11:53:00.670000000","Nuclear Medicine - Diagnostic"
"56631","19","0342","15","Y","2023-10-20 11:53:00.670000000","Nuclear Medicine - Therapeutic"
"56631","19","0343","15","Y","2023-10-20 11:53:00.670000000","Nuclear Medicine - Diagnostic Radiopharmaceuticals"
"56631","19","0344","15","Y","2023-10-20 11:53:00.673000000","Nuclear Medicine - Therapeutic Radiopharmaceuticals"
"56631","19","0340","15","X","2023-10-20 11:53:00.667000000","Nuclear Medicine - General Classification"
"56631","19","0333","15","N","2023-10-20 11:53:00.667000000","Radiology - Therapeutic and/or Chemotherapy Administration - Radiation Therapy"
"56631","19","0321","15","N","2023-10-20 11:53:00.663000000","Radiology - Diagnostic - Angiocardiography"
"56631","19","0401","15","Y","2023-10-20 11:53:00.683000000","Other Imaging Services - Diagnostic Mammography"
"56631","19","0402","15","Y","2023-10-20 11:53:00.687000000","Other Imaging Services - Ultrasound"
"56631","19","0400","15","X","2023-10-20 11:53:00.683000000","Other Imaging Services - General Classification"
"56631","19","0409","15","Z","2023-10-20 11:53:00.690000000","Other Imaging Services - Other Imaging Services"
"56631","19","0404","15","Y","2023-10-20 11:53:00.690000000","Other Imaging Services - Positron Emission Tomography"
"56631","19","0403","15","Y","2023-10-20 11:53:00.687000000","Other Imaging Services - Screening Mammography"
"56633","47","99999","15","N","2023-11-09 23:50:22.967000000","Not Applicable"
"56638","37","99999","15","N","2025-07-09 18:47:27.147000000","Not Applicable"
"56640","16","99999","11","N","2019-09-06 18:27:01.190000000","Not Applicable"
"56642","47","99999","15","N","2025-07-09 18:46:27.767000000","Not Applicable"
"56645","48","0971","15","N","2024-10-18 13:49:35.947000000","Professional Fees - Laboratory"
"56645","48","0301","15","N","2024-10-18 13:49:35.930000000","Laboratory - Chemistry"
"56645","48","0309","15","N","2024-10-18 13:49:35.940000000","Laboratory - Other Laboratory"
"56645","48","0300","15","N","2024-10-18 13:49:35.920000000","Laboratory - General Classification"
"56647","32","99999","15","N","2023-11-09 23:51:49.813000000","Not Applicable"
"56653","15","99999","15","N","2024-05-31 13:36:54.757000000","Not Applicable"
"56666","19","0821","15","N","2023-01-20 12:03:14.133000000","Hemodialysis - Outpatient or Home - Hemodialysis Composite or Other Rate"
"56666","19","0881","15","N","2023-01-20 12:03:14.140000000","Miscellaneous Dialysis - Ultrafiltration"
"56672","16","99999","15","N","2024-10-18 12:45:48.137000000","Not Applicable"
"56682","49","0322","15","Y","2025-10-03 12:28:15.030000000","Radiology - Diagnostic - Arthrography"
"56682","49","0321","15","Y","2025-10-03 12:28:15.027000000","Radiology - Diagnostic - Angiocardiography"
"56682","49","0320","15","X","2025-10-03 12:28:15.023000000","Radiology - Diagnostic - General Classification"
"56682","49","0339","15","Z","2025-10-03 12:28:15.060000000","Radiology - Therapeutic and/or Chemotherapy Administration - Other Radiology - Therapeutic"
"56682","49","0335","15","Y","2025-10-03 12:28:15.053000000","Radiology - Therapeutic and/or Chemotherapy Administration - Chemotherapy Admin - IV"
"56682","49","0331","15","Y","2025-10-03 12:28:15.047000000","Radiology - Therapeutic and/or Chemotherapy Administration - Chemotherapy Admin - Injected"
"56682","49","0332","15","Y","2025-10-03 12:28:15.050000000","Radiology - Therapeutic and/or Chemotherapy Administration - Chemotherapy Administration - Oral"
"56682","49","0333","15","Y","2025-10-03 12:28:15.053000000","Radiology - Therapeutic and/or Chemotherapy Administration - Radiation Therapy"
"56682","49","0329","15","Z","2025-10-03 12:28:15.037000000","Radiology - Diagnostic - Other Radiology - Diagnostic"
"56682","49","0330","15","X","2025-10-03 12:28:15.043000000","Radiology - Therapeutic and/or Chemotherapy Administration - General Classification"
"56682","49","0323","15","Y","2025-10-03 12:28:15.030000000","Radiology - Diagnostic - Arteriography"
"56682","49","0324","15","Y","2025-10-03 12:28:15.037000000","Radiology - Diagnostic - Chest X-Ray"
"56682","49","0403","15","Y","2025-10-03 12:28:15.073000000","Other Imaging Services - Screening Mammography"
"56682","49","0404","15","Y","2025-10-03 12:28:15.080000000","Other Imaging Services - Positron Emission Tomography"
"56682","49","0409","15","Z","2025-10-03 12:28:15.087000000","Other Imaging Services - Other Imaging Services"
"56682","49","0400","15","X","2025-10-03 12:28:15.063000000","Other Imaging Services - General Classification"
"56682","49","0402","15","Y","2025-10-03 12:28:15.070000000","Other Imaging Services - Ultrasound"
"56682","49","0401","15","Y","2025-10-03 12:28:15.067000000","Other Imaging Services - Diagnostic Mammography"
"56692","18","0528","15","Y","2025-09-19 13:03:56.300000000","Freestanding Clinic - Visit by RHC/FQHC Practitioner to Other non-RHC/FQHC site (e.g. Scene of Accident)"
"56692","18","0529","15","Z","2025-09-19 13:03:56.303000000","Freestanding Clinic - Other Freestanding Clinic"
"56692","18","0525","15","Y","2025-09-19 13:03:56.297000000","Freestanding Clinic - Visit by RHC/FQHC Practitioner to a Member in a SNF (not in a Covered Part A Stay) or NF or ICF MR or Other Residential Facility"
"56692","18","0526","15","Y","2025-09-19 13:03:56.297000000","Freestanding Clinic - Urgent Care Clinic"
"56692","18","0527","15","Y","2025-09-19 13:03:56.300000000","Freestanding Clinic - Visiting Nurse Service(s) to a Member's Home when in a Home Health Shortage Area"
"56692","18","0523","15","Y","2025-09-19 13:03:56.290000000","Freestanding Clinic - Family Practice Clinic"
"56692","18","0524","15","Y","2025-09-19 13:03:56.293000000","Freestanding Clinic - Visit by RHC/FQHC Practitioner to a Member in a SNF or Skilled Swing Bed in a Covered Part A Stay"
"56692","18","0522","15","Y","2025-09-19 13:03:56.290000000","Freestanding Clinic - Home Visit by RHC/FQHC Practitioner"
"56692","18","0521","15","Y","2025-09-19 13:03:56.287000000","Freestanding Clinic - Clinic Visit by Member to RHC/FQHC"
"56692","18","0520","15","X","2025-09-19 13:03:56.283000000","Freestanding Clinic - General Classification"
"56692","18","0519","15","N","2025-09-19 13:03:56.280000000","Clinic - Other Clinic"
"56692","18","0459","15","N","2025-09-19 13:03:56.273000000","Emergency Room - Other Emergency Room"
"56692","18","0510","15","N","2025-09-19 13:03:56.277000000","Clinic - General Classification"
"56692","18","0517","15","N","2025-09-19 13:03:56.280000000","Clinic - Family Practice Clinic"
"56692","18","0983","15","N","2025-09-19 13:03:56.317000000","Professional Fees - Clinic"
"56692","18","0920","15","N","2025-09-19 13:03:56.310000000","Other Diagnostic Services - General Classification"
"56692","18","0761","15","N","2025-09-19 13:03:56.307000000","Specialty Services - Treatment Room"
"56692","18","0982","15","N","2025-09-19 13:03:56.313000000","Professional Fees - Outpatient Services"
"56692","18","0960","15","N","2025-09-19 13:03:56.313000000","Professional Fees - General Classification"
"56692","18","0929","15","N","2025-09-19 13:03:56.310000000","Other Diagnostic Services - Other Diagnostic Service"
"56697","43","0929","15","N","2025-09-17 18:00:37.770000000","Other Diagnostic Services - Other Diagnostic Service"
"56697","43","0960","15","N","2025-09-17 18:00:37.773000000","Professional Fees - General Classification"
"56697","43","0982","15","N","2025-09-17 18:00:37.780000000","Professional Fees - Outpatient Services"
"56697","43","0981","15","N","2025-09-17 18:00:37.777000000","Professional Fees - Emergency Room Services"
"56697","43","0920","15","N","2025-09-17 18:00:37.763000000","Other Diagnostic Services - General Classification"
"56697","43","0921","15","N","2025-09-17 18:00:37.767000000","Other Diagnostic Services - Peripheral Vascular Lab"
"56697","43","0983","15","N","2025-09-17 18:00:37.780000000","Professional Fees - Clinic"
"56704","10","0750","14","N","2022-03-04 13:36:36.297000000","Gastro-Intestinal (GI) Services - General Classification"
"56717","31","0460","15","N","2025-08-19 10:55:44.030000000","Pulmonary Function - General Classification"
"56717","31","0410","15","N","2025-08-19 10:55:43.983000000","Respiratory Services - General Classification"
"56717","31","0412","15","N","2025-08-19 10:55:43.993000000","Respiratory Services - Inhalation Services"
"56717","31","0413","15","N","2025-08-19 10:55:43.997000000","Respiratory Services - Hyperbaric Oxygen Therapy"
"56717","31","0419","15","N","2025-08-19 10:55:44","Respiratory Services - Other Respiratory Services"
"56717","31","0420","15","N","2025-08-19 10:55:44","Physical Therapy - General Classification"
"56717","31","0421","15","N","2025-08-19 10:55:44.003000000","Physical Therapy - Visit"
"56717","31","0422","15","N","2025-08-19 10:55:44.007000000","Physical Therapy - Hourly"
"56717","31","0431","15","N","2025-08-19 10:55:44.020000000","Occupational Therapy - Visit"
"56717","31","0432","15","N","2025-08-19 10:55:44.023000000","Occupational Therapy - Hourly"
"56717","31","0429","15","N","2025-08-19 10:55:44.017000000","Physical Therapy - Other Physical Therapy"
"56717","31","0430","15","N","2025-08-19 10:55:44.017000000","Occupational Therapy - General Classification"
"56717","31","0423","15","N","2025-08-19 10:55:44.010000000","Physical Therapy - Group"
"56717","31","0424","15","N","2025-08-19 10:55:44.013000000","Physical Therapy - Evaluation or Re-evaluation"
"56717","31","0433","15","N","2025-08-19 10:55:44.023000000","Occupational Therapy - Group"
"56717","31","0434","15","N","2025-08-19 10:55:44.027000000","Occupational Therapy - Evaluation or Reevaluation"
"56717","31","0439","15","N","2025-08-19 10:55:44.030000000","Occupational Therapy - Other Occupational Therapy"
"56722","23","0369","15","Z","2025-09-26 17:44:04.783000000","Operating Room Services - Other OR Services"
"56722","23","0361","15","Y","2025-09-26 17:44:04.773000000","Operating Room Services - Minor Surgery"
"56722","23","0362","15","Y","2025-09-26 17:44:04.777000000","Operating Room Services - Organ Transplant - Other than Kidney"
"56722","23","0367","15","Y","2025-09-26 17:44:04.780000000","Operating Room Services - Kidney Transplant"
"56722","23","0360","15","X","2025-09-26 17:44:04.770000000","Operating Room Services - General Classification"
"56773","30","99999","15","N","2025-09-26 13:57:32.590000000","Not Applicable"
"56795","34","0636","15","N","2025-04-23 19:27:45.397000000","Pharmacy - Drugs Requiring Detailed Coding"
"56795","34","0634","15","N","2025-04-23 19:27:45.390000000","Pharmacy - Erythropoietin (EPO)<10,000 units"
"56795","34","0635","15","N","2025-04-23 19:27:45.393000000","Pharmacy - Erythropoietin (EPO)>=10,000 Units"
"56796","26","99999","14","N","2022-06-17 12:46:07.803000000","Not Applicable"
"56798","28","0300","15","N","2025-07-29 15:17:54.227000000","Laboratory - General Classification"
"56798","28","0309","15","N","2025-07-29 15:17:54.243000000","Laboratory - Other Laboratory"
"56798","28","0301","15","N","2025-07-29 15:17:54.240000000","Laboratory - Chemistry"
"56799","27","0519","15","N","2025-09-26 22:19:09.130000000","Clinic - Other Clinic"
"56799","27","0510","15","N","2025-09-26 22:19:09.127000000","Clinic - General Classification"
"56799","27","0761","15","N","2025-09-26 22:19:09.130000000","Specialty Services - Treatment Room"
"56799","27","0920","15","N","2025-09-26 22:19:09.133000000","Other Diagnostic Services - General Classification"
"56802","18","0920","15","X","2025-09-26 22:16:16.420000000","Other Diagnostic Services - General Classification"
"56802","18","0921","15","Y","2025-09-26 22:16:16.423000000","Other Diagnostic Services - Peripheral Vascular Lab"
"56802","18","0922","15","Y","2025-09-26 22:16:16.427000000","Other Diagnostic Services - Electromyogram"
"56802","18","0923","15","Y","2025-09-26 22:16:16.430000000","Other Diagnostic Services - Pap Smear"
"56802","18","0924","15","Y","2025-09-26 22:16:16.433000000","Other Diagnostic Services - Allergy Test"
"56802","18","0925","15","Y","2025-09-26 22:16:16.437000000","Other Diagnostic Services - Pregnancy Test"
"56802","18","0769","15","Z","2025-09-26 22:16:16.420000000","Specialty Services - Other Specialty Services"
"56802","18","0761","15","Y","2025-09-26 22:16:16.413000000","Specialty Services - Treatment Room"
"56802","18","0762","15","Y","2025-09-26 22:16:16.417000000","Specialty Services - Observation Hours"
"56802","18","0760","15","X","2025-09-26 22:16:16.410000000","Specialty Services - General Classification"
"56802","18","0960","15","X","2025-09-26 22:16:16.440000000","Professional Fees - General Classification"
"56802","18","0961","15","Y","2025-09-26 22:16:16.443000000","Professional Fees - Psychiatric"
"56802","18","0929","15","Z","2025-09-26 22:16:16.440000000","Other Diagnostic Services - Other Diagnostic Service"
"56802","18","0969","15","Z","2025-09-26 22:16:16.453000000","Professional Fees - Other Professional Fee"
"56802","18","0964","15","Y","2025-09-26 22:16:16.450000000","Professional Fees - Anesthetist (CRNA)"
"56802","18","0963","15","Y","2025-09-26 22:16:16.450000000","Professional Fees - Anesthesiologist (MD)"
"56802","18","0962","15","Y","2025-09-26 22:16:16.447000000","Professional Fees - Ophthalmology"
"56802","18","0510","15","X","2025-09-26 22:16:16.363000000","Clinic - General Classification"
"56802","18","0511","15","Y","2025-09-26 22:16:16.367000000","Clinic - Chronic Pain Center"
"56802","18","0459","15","Z","2025-09-26 22:16:16.360000000","Emergency Room - Other Emergency Room"
"56802","18","0456","15","Y","2025-09-26 22:16:16.360000000","Emergency Room - Urgent Care"
"56802","18","0517","15","Y","2025-09-26 22:16:16.383000000","Clinic - Family Practice Clinic"
"56802","18","0515","15","Y","2025-09-26 22:16:16.377000000","Clinic - Pediatric Clinic"
"56802","18","0516","15","Y","2025-09-26 22:16:16.380000000","Clinic - Urgent Care Clinic"
"56802","18","0513","15","Y","2025-09-26 22:16:16.370000000","Clinic - Psychiatric Clinic"
"56802","18","0512","15","Y","2025-09-26 22:16:16.370000000","Clinic - Dental Clinic"
"56802","18","0514","15","Y","2025-09-26 22:16:16.373000000","Clinic - OB-GYN Clinic"
"56802","18","0519","15","Z","2025-09-26 22:16:16.383000000","Clinic - Other Clinic"
"56802","18","0520","15","X","2025-09-26 22:16:16.387000000","Freestanding Clinic - General Classification"
"56802","18","0521","15","Y","2025-09-26 22:16:16.390000000","Freestanding Clinic - Clinic Visit by Member to RHC/FQHC"
"56802","18","0522","15","Y","2025-09-26 22:16:16.390000000","Freestanding Clinic - Home Visit by RHC/FQHC Practitioner"
"56802","18","0524","15","Y","2025-09-26 22:16:16.397000000","Freestanding Clinic - Visit by RHC/FQHC Practitioner to a Member in a SNF or Skilled Swing Bed in a Covered Part A Stay"
"56802","18","0523","15","Y","2025-09-26 22:16:16.393000000","Freestanding Clinic - Family Practice Clinic"
"56802","18","0529","15","Z","2025-09-26 22:16:16.407000000","Freestanding Clinic - Other Freestanding Clinic"
"56802","18","0528","15","Y","2025-09-26 22:16:16.407000000","Freestanding Clinic - Visit by RHC/FQHC Practitioner to Other non-RHC/FQHC site (e.g. Scene of Accident)"
"56802","18","0527","15","Y","2025-09-26 22:16:16.403000000","Freestanding Clinic - Visiting Nurse Service(s) to a Member's Home when in a Home Health Shortage Area"
"56802","18","0526","15","Y","2025-09-26 22:16:16.400000000","Freestanding Clinic - Urgent Care Clinic"
"56802","18","0525","15","Y","2025-09-26 22:16:16.400000000","Freestanding Clinic - Visit by RHC/FQHC Practitioner to a Member in a SNF (not in a Covered Part A Stay) or NF or ICF MR or Other Residential Facility"
"56802","18","0360","15","N","2025-09-26 22:16:16.343000000","Operating Room Services - General Classification"
"56802","18","0402","15","N","2025-09-26 22:16:16.347000000","Other Imaging Services - Ultrasound"
"56802","18","0452","15","Y","2025-09-26 22:16:16.353000000","Emergency Room - ER Beyond EMTALA Screening"
"56802","18","0450","15","X","2025-09-26 22:16:16.350000000","Emergency Room - General Classification"
"56802","18","0451","15","Y","2025-09-26 22:16:16.350000000","Emergency Room - EMTALA Emergency Medical Screening Services"
"56805","41","0618","15","N","2025-09-26 17:13:53.853000000","Magnetic Resonance Technology (MRT) - MRA - Other"
"56805","41","0616","15","N","2025-09-26 17:13:53.850000000","Magnetic Resonance Technology (MRT) - MRA - Lower Extremities"
"56805","41","0615","15","N","2025-09-26 17:13:53.847000000","Magnetic Resonance Technology (MRT) - MRA - Head and Neck"
"56808","15","0528","15","Y","2025-09-26 22:12:16.450000000","Freestanding Clinic - Visit by RHC/FQHC Practitioner to Other non-RHC/FQHC site (e.g. Scene of Accident)"
"56808","15","0529","15","Z","2025-09-26 22:12:16.453000000","Freestanding Clinic - Other Freestanding Clinic"
"56808","15","0525","15","Y","2025-09-26 22:12:16.443000000","Freestanding Clinic - Visit by RHC/FQHC Practitioner to a Member in a SNF (not in a Covered Part A Stay) or NF or ICF MR or Other Residential Facility"
"56808","15","0526","15","Y","2025-09-26 22:12:16.447000000","Freestanding Clinic - Urgent Care Clinic"
"56808","15","0527","15","Y","2025-09-26 22:12:16.450000000","Freestanding Clinic - Visiting Nurse Service(s) to a Member's Home when in a Home Health Shortage Area"
"56808","15","0523","15","Y","2025-09-26 22:12:16.440000000","Freestanding Clinic - Family Practice Clinic"
"56808","15","0524","15","Y","2025-09-26 22:12:16.440000000","Freestanding Clinic - Visit by RHC/FQHC Practitioner to a Member in a SNF or Skilled Swing Bed in a Covered Part A Stay"
"56808","15","0522","15","Y","2025-09-26 22:12:16.437000000","Freestanding Clinic - Home Visit by RHC/FQHC Practitioner"
"56808","15","0521","15","Y","2025-09-26 22:12:16.433000000","Freestanding Clinic - Clinic Visit by Member to RHC/FQHC"
"56808","15","0520","15","X","2025-09-26 22:12:16.430000000","Freestanding Clinic - General Classification"
"56808","15","0519","15","N","2025-09-26 22:12:16.430000000","Clinic - Other Clinic"
"56808","15","0460","15","N","2025-09-26 22:12:16.423000000","Pulmonary Function - General Classification"
"56808","15","0469","15","N","2025-09-26 22:12:16.427000000","Pulmonary Function - Other Pulmonary Function"
"56809","20","0480","15","N","2025-08-29 17:15:27.173000000","Cardiology - General Classification"
"56809","20","0483","15","N","2025-08-29 17:15:27.177000000","Cardiology - Echocardiology"
"56809","20","0521","15","N","2025-08-29 17:15:27.180000000","Freestanding Clinic - Clinic Visit by Member to RHC/FQHC"
"56809","20","0522","15","N","2025-08-29 17:15:27.180000000","Freestanding Clinic - Home Visit by RHC/FQHC Practitioner"
"56809","20","0524","15","N","2025-08-29 17:15:27.183000000","Freestanding Clinic - Visit by RHC/FQHC Practitioner to a Member in a SNF or Skilled Swing Bed in a Covered Part A Stay"
"56809","20","0527","15","N","2025-08-29 17:15:27.190000000","Freestanding Clinic - Visiting Nurse Service(s) to a Member's Home when in a Home Health Shortage Area"
"56809","20","0525","15","N","2025-08-29 17:15:27.187000000","Freestanding Clinic - Visit by RHC/FQHC Practitioner to a Member in a SNF (not in a Covered Part A Stay) or NF or ICF MR or Other Residential Facility"
"56809","20","0528","15","N","2025-08-29 17:15:27.190000000","Freestanding Clinic - Visit by RHC/FQHC Practitioner to Other non-RHC/FQHC site (e.g. Scene of Accident)"
"56809","20","0960","15","N","2025-08-29 17:15:27.193000000","Professional Fees - General Classification"
"56809","20","0982","15","N","2025-08-29 17:15:27.200000000","Professional Fees - Outpatient Services"
"56809","20","0983","15","N","2025-08-29 17:15:27.203000000","Professional Fees - Clinic"
"56809","20","0969","15","N","2025-08-29 17:15:27.197000000","Professional Fees - Other Professional Fee"
"56809","20","0972","15","N","2025-08-29 17:15:27.197000000","Professional Fees - Radiology - Diagnostic"
"56811","13","0761","15","N","2025-09-19 13:08:35.810000000","Specialty Services - Treatment Room"
"56811","13","0519","15","N","2025-09-19 13:08:35.807000000","Clinic - Other Clinic"
"56811","13","0520","15","N","2025-09-19 13:08:35.810000000","Freestanding Clinic - General Classification"
"56811","13","0369","15","N","2025-09-19 13:08:35.803000000","Operating Room Services - Other OR Services"
"56811","13","0361","15","N","2025-09-19 13:08:35.800000000","Operating Room Services - Minor Surgery"
"56811","13","0360","15","N","2025-09-19 13:08:35.800000000","Operating Room Services - General Classification"
"56816","15","0360","15","N","2025-01-31 19:38:16.107000000","Operating Room Services - General Classification"
"56816","15","0409","15","N","2025-01-31 19:38:16.110000000","Other Imaging Services - Other Imaging Services"
"56816","15","0450","15","N","2025-01-31 19:38:16.113000000","Emergency Room - General Classification"
"56816","15","0520","15","N","2025-01-31 19:38:16.120000000","Freestanding Clinic - General Classification"
"56816","15","0519","15","N","2025-01-31 19:38:16.117000000","Clinic - Other Clinic"
"56816","15","0523","15","N","2025-01-31 19:38:16.123000000","Freestanding Clinic - Family Practice Clinic"
"56816","15","0521","15","N","2025-01-31 19:38:16.120000000","Freestanding Clinic - Clinic Visit by Member to RHC/FQHC"
"56816","15","0529","15","N","2025-01-31 19:38:16.127000000","Freestanding Clinic - Other Freestanding Clinic"
"56816","15","0510","15","N","2025-01-31 19:38:16.113000000","Clinic - General Classification"
"56816","15","0761","15","N","2025-01-31 19:38:16.130000000","Specialty Services - Treatment Room"
"56816","15","0929","15","N","2025-01-31 19:38:16.133000000","Other Diagnostic Services - Other Diagnostic Service"
"56816","15","0920","15","N","2025-01-31 19:38:16.130000000","Other Diagnostic Services - General Classification"
"56816","15","0960","15","N","2025-01-31 19:38:16.133000000","Professional Fees - General Classification"
"56816","15","0962","15","N","2025-01-31 19:38:16.137000000","Professional Fees - Ophthalmology"
"56836","17","0510","15","N","2025-04-30 17:13:11.787000000","Clinic - General Classification"
"56836","17","0520","15","N","2025-04-30 17:13:11.797000000","Freestanding Clinic - General Classification"
"56836","17","0361","15","N","2025-04-30 17:13:11.780000000","Operating Room Services - Minor Surgery"
"56836","17","0360","15","N","2025-04-30 17:13:11.767000000","Operating Room Services - General Classification"
"56841","18","99999","15","N","2023-10-20 11:51:57.257000000","Not Applicable"
"56848","16","99999","15","N","2025-01-24 13:54:16.313000000","Not Applicable"
"56850","32","0984","15","N","2024-12-19 12:51:50.503000000","Professional Fees - Medical Social Services"
"56850","32","0986","15","N","2024-12-19 12:51:50.513000000","Professional Fees - EEG"
"56850","32","0985","15","N","2024-12-19 12:51:50.507000000","Professional Fees - EKG"
"56850","32","0987","15","N","2024-12-19 12:51:50.517000000","Professional Fees - Hospital Visit"
"56850","32","0988","15","N","2024-12-19 12:51:50.520000000","Professional Fees - Consultation"
"56850","32","0989","15","N","2024-12-19 12:51:50.523000000","Professional Fees - Private Duty Nurse"
"56850","32","0962","15","N","2024-12-19 12:51:50.457000000","Professional Fees - Ophthalmology"
"56850","32","0961","15","N","2024-12-19 12:51:50.453000000","Professional Fees - Psychiatric"
"56850","32","0963","15","N","2024-12-19 12:51:50.460000000","Professional Fees - Anesthesiologist (MD)"
"56850","32","0964","15","N","2024-12-19 12:51:50.460000000","Professional Fees - Anesthetist (CRNA)"
"56850","32","0942","15","N","2024-12-19 12:51:50.450000000","Other Therapeutic Services - Education/Training"
"56850","32","0974","15","N","2024-12-19 12:51:50.473000000","Professional Fees - Radiology - Nuclear"
"56850","32","0975","15","N","2024-12-19 12:51:50.480000000","Professional Fees - Operating Room"
"56850","32","0978","15","N","2024-12-19 12:51:50.487000000","Professional Fees - Occupational Therapy"
"56850","32","0976","15","N","2024-12-19 12:51:50.480000000","Professional Fees - Respiratory Therapy"
"56850","32","0977","15","N","2024-12-19 12:51:50.483000000","Professional Fees - Physical Therapy"
"56850","32","0969","15","N","2024-12-19 12:51:50.463000000","Professional Fees - Other Professional Fee"
"56850","32","0971","15","N","2024-12-19 12:51:50.467000000","Professional Fees - Laboratory"
"56850","32","0972","15","N","2024-12-19 12:51:50.467000000","Professional Fees - Radiology - Diagnostic"
"56850","32","0973","15","N","2024-12-19 12:51:50.470000000","Professional Fees - Radiology - Therapeutic"
"56850","32","0983","15","N","2024-12-19 12:51:50.500000000","Professional Fees - Clinic"
"56850","32","0982","15","N","2024-12-19 12:51:50.497000000","Professional Fees - Outpatient Services"
"56850","32","0981","15","N","2024-12-19 12:51:50.490000000","Professional Fees - Emergency Room Services"
"56850","32","0979","15","N","2024-12-19 12:51:50.487000000","Professional Fees - Speech Pathology"
"56850","32","0918","15","N","2024-12-19 12:51:50.450000000","Behavioral Health Treatment/Services - Testing"
"56850","32","0915","15","N","2024-12-19 12:51:50.443000000","Behavioral Health Treatment/Services - Group Therapy"
"56850","32","0916","15","N","2024-12-19 12:51:50.447000000","Behavioral Health Treatment/Services - Family Therapy"
"56850","32","0900","15","N","2024-12-19 12:51:50.430000000","Behavioral Health Treatment/Services - General Classification"
"56850","32","0904","15","N","2024-12-19 12:51:50.433000000","Behavioral Health Treatment/Services - Activity Therapy"
"56850","32","0912","15","N","2024-12-19 12:51:50.437000000","Behavioral Health Treatment/Services - Partial Hospitalization - Less Intensive"
